BirthAtt	BritCol	FH	FemIR_adult	FemIR_youth	GDP	GDPcap	GDPcur	GDPgrowth	GDPppp	GDPpwt	GINI	HDI	IMRus	IMRwdi	LatinAm	Polity	SOVgdpcap	U5MRwdi	_merge	agrEXval	asia	auto_polity	autocracy_mod	autocracy_new	birth	cathol	civil	commie	cty_name	debt	democracy	density	doctors	durable	edgov_undp	edspend_undp	eeur	enroll_undp	exports	fertility	fmr_sov	girls_boys	govrev	healthPRI	healthPUB	healthTOT	hunger_undp	id	id1	illiteracy	infmort_undp	infmort_unicef	islam	kidmort_undp	kidmort_unicef	kidmort_who	life	life_undp	logCMRunicef	logCMRwdi	logCMRwho	logIMRunicef	logIMRus	logIMRwdi	logilliteracy	malnutrition	me_nafr	mideast	newspapers	oecd	polrights	population	poverty	povline	rgdpch	ssafrica	trade	urban	year
	1.0	2.0	16.587	2.24	51996147712	12283.52	24122660864	3.45	9857	5.0787541E10		0.836	11.75		0.0	9.0	7049		3	1.95292692E10	0.0	0	0	0	23.5	1.7	2	0.0	"Israel"		1.0	205.28613		36			0.0	101	6259999744	3.058	0.0	99.824326	54.52					"ISR"	77	12.014			8.9			13	75.12				2.5649493		2.4638534		2.4860725		1.0	1.0	259.86298	0.0	2	4233000			11998.002	0.0	102.93	89.8	1985
	1.0	2.0	15.819	2.117	54487511040	12674.46	29701443584	4.79	10793	5.3508927E10			10.98		0.0	9.0	7181		3	2.50055332E10	0.0	0	0	0	23.1	1.7	2	0.0	"Israel"		1.0	208.48691		37			0.0	101	7153999872		0.0		52.26					"ISR"	77	11.446			8.9										2.3960755		2.4376404		1.0	1.0		0.0	2	4299000			12446.831	0.0	91.81	89.9	1986
99.0	1.0	2.0	15.062	1.992	58403901440	13367.8	35476344832	7.19	12424	5.7194013E10			10.5		0.0	9.0	7275		3	2.6952706E10	0.0	0	0	0	22.7	1.7	2	0.0	"Israel"		1.0	211.88167		38			0.0	101	8454000128	3.01	0.0		49.25					"ISR"	77	10.886			8.9				75.56						2.3513753		2.3874776		1.0	1.0		0.0	2	4369000			13090.87	0.0	96.3	90.0	1987
	1.0	2.0	14.255	1.87	59586080768	13414.25	43892482048	2.02	13217	5.8311832E10			10.35		0.0	9.0	7616		3	2.98785792E10	0.0	0	0	0	22.6	1.7	2	0.0	"Israel"		1.0	215.42192		39			0.0	101	9752000512		0.0		41.8					"ISR"	77	10.302			8.9										2.3369865		2.332338		1.0	1.0		0.0	2	4442000			13127.382	0.0	83.26	90.1	1988
	1.0	2.0	13.496	1.749	60103962624	13303.22	44599771136	0.87	12929	5.8737689E10			9.68		0.0	9.0	7741		3	2.96120975E10	0.0	0	0	0	22.3	1.7	2	0.0	"Israel"		1.0	219.10767		40			0.0	101	11072000000		0.0		40.2					"ISR"	77	9.737			8.9										2.270062		2.275933		1.0	1.0		0.0	2	4518000			13000.816	0.0	82.53	90.2	1989
	1.0	2.0	12.75	1.63	64212353024	13779.47	52490326016	6.84	13450	6.3501099E10		0.855	9.63	10	0.0	9.0		12	3	3.06137149E10	0.0	0	0	0	22.2	1.7	2	0.0	"Israel"		1.0	225.99419		41			0.0	101	12080000000	2.824	0.0	99.1714	39.43	3.8	3.81	7.63		"ISR"	77	9.184		10	8.9		12.0	11	76.09		2.4849067	2.4849067	2.3978953	2.3025851	2.2648833	2.3025851	2.2174628		1.0	1.0	257.51074	0.0	2	4660000			13626.846	0.0	80.08	90.3	1990
	1.0	2.0	12.204	1.539	69156306944	13973.79	59170287616	7.7	13911	6.974523E10			9.65		0.0	9.0			3	3.08205814E10	0.0	0	0	0	21.4	1.7	2	0.0	"Israel"		1.0	240.0097		42			0.0	101	11921000448		0.0	97.536285	29.46	3.7	3.59	7.27		"ISR"	77	8.778			8.9										2.2669578		2.1722486		1.0	1.0	246.51445	0.0	2	4949000			14092.792	0.0	75.25	90.38	1991
	1.0	2.0	11.647	1.449	73048276992	14258.89	65771216896	5.63	14742	7.3838215E10			9.72		0.0	9.0			3	2.75933962E10	0.0	0	0	0	21.5	1.7	2	0.0	"Israel"		1.0	248.4481		43			0.0	101	13118999552	2.7	0.0	97.60793	38.86	3.6	3.6	7.19		"ISR"	77	8.366			8.9				76.45						2.2741857		2.1241758		1.0	1.0	242.04567	0.0	2	5123000			14413.082	0.0	74.97	90.46	1992
	1.0	2.0	11.086	1.359	77107478528	14656.43	65925582848	5.56	15357	7.8004036E10			9.3		0.0	9.0			3	2.58525327E10	0.0	0	0	0	21.3	1.7	3	0.0	"Israel"		1.0	255.14064	4.5808783	44			0.0	101	14824999936		0.0	96.843956	39.38	4.9	3.73	8.64		"ISR"	77	7.958			8.9										2.2300143		2.0741777		1.0	1.0	256.6052	0.0	1	5261000			14826.846	0.0	81.01	90.54	1993
	1.0	2.0	10.534	1.269	82452439040	15271.8	74669719552	6.93	16275	8.36714E10			9.11		0.0	9.0			3	3.10482555E10	0.0	0	0	0	21.2	1.7	3	0.0	"Israel"		1.0	261.83316		45			0.0	101	16883999744	2.9	0.0		39.39	3.9	4.48	8.4		"ISR"	77	7.551			8.9										2.2093728		2.02168		1.0	1.0	284.12668	0.0	1	5399000			15497.573	0.0	80.58	90.62	1994
	1.0	2.0	9.949	1.178	88234647552	15912.47	88234647552	7.01	17550	8.9571869E10		0.877	8.95	7	0.0	9.0		7	3	3.35920497E10	0.0	0	0	0	21.1	1.7	3	0.0	"Israel"		1.0	268.91367		46			0.0	101	19046000640	2.9	0.0		40.66	3.6	3.44	7.07		"ISR"	77	7.131		7	8.9		7.0	8	77.35		1.9459101	1.9459101	2.0794415	1.9459101	2.1916535	1.9459101	1.9644514		1.0	1.0	270.51398	0.0	1	5545000			16153.629	0.0	76.59	90.7	1995
	1.0	2.0	9.486	1.099	92690194432	16284.29	97261338624	5.05	18239	9.3714448E10			8.75		0.0	9.0			3	3.7766222E10	0.0	0	0	0	21.3	1.7	3	0.0	"Israel"		1.0	276.04266		47			0.0	101	20610000896	2.9	0.0		39.88	3.6	4.94	8.55		"ISR"	77	6.797			8.9										2.1690538		1.9164814		1.0	1.0	289.88052	0.0	1	5692000			16464.238	0.0	74.3	90.8	1996
	1.0	2.0	9.028	1.018	95674294272	16393.81	101475000000	3.22	18382	9.6410296E10	38.1		8.53		0.0	9.0			3	4.1154855E10	0.0	0	0	0	21.4	1.7	3	0.0	"Israel"		1.0	283.02618		48	12.3	7.6	0.0	101	22503000064	2.94	0.0		41.46	3.6	6.0	9.58		"ISR"	77	6.463			8.9				77.95						2.1435893		1.8660936		1.0	1.0		0.0	1	5836000			16519.928	0.0	72.22	90.9	1997
	1.0	2.0	8.558	0.938	98187821056	16466.18	100732000000	2.63	18258	9.796309E10			8.32		0.0	9.0			3	3.9795962E10	0.0	0	0	0	21.9	1.7	3	0.0	"Israel"		1.0	289.18527	3.8500755	49			0.0	101	22993000448	2.98	0.0	94.29539	41.78	3.6	5.96	9.51		"ISR"	77	6.125			8.9										2.118662		1.8123788		1.0	1.0		0.0	1	5963000			16428.49	0.0	72.33	91.0	1998
	1.0	1.5	8.063	0.857	100357980160	16438.65	100838000000	2.21	18576	1.00409139E11			8.1		0.0	10.0			3	3.9260312E10	0.0	0	0	0	21.5	1.7	2	0.0	"Israel"		1.0	296.07178		50			0.0	83	25794000896		0.0		41.49					"ISR"	77	5.773			8.9			8					2.0794415		2.091864		1.7531918		1.0	1.0		0.0	1	6105000			16447.033	0.0	81.04	91.1	1999
	1.0	2.0	7.593	0.776	106383286272	17067.18	110386000000	6.0	20131	1.0567553E11		0.896	7.9	6	0.0	10.0		6	3	3.5757851E10	0.0	0			21.07	1.7	3	0.0	"Israel"			302.28952		51			0.0		31338000384	2.84	0.0		43.27					"ISR"	77	5.431	6	6	8.9	6	6.0		78.37	78.3	1.7917595	1.7917595		1.7917595	2.0668628	1.7917595	1.6921233		1.0	1.0		0.0	1	6233210			16953.629	0.0	86.93	91.2	2000
	1.0	2.0											7.72		0.0				3		0.0					1.7	3	0.0	"Israel"								0.0				0.0							"ISR"	77				8.9										2.0438144				1.0	1.0		0.0	1					0.0			2001
	1.0	2.0												6	0.0			6	3		0.0					1.7	3	0.0	"Israel"								0.0				0.0							"ISR"	77			6	8.9		6.0				1.7917595	1.7917595		1.7917595		1.7917595			1.0	1.0		0.0	1					0.0			2002
	0.0				427241275392	8198.52	67166937088	3.27		4.43496169E11					0.0				3		0.0		0	0	19.1	90.6		0.0	"Italy"		1.0						0.0	101			0.0							"ITA"	78				0.1				70.42										0.0	0.0		1.0		52112000			8510.442	0.0	27.06		1965
	0.0				452810801152	8621.85	72775909376	5.98		4.7113968E11					0.0				3	1.66643466E10	0.0		0	0	18.7	90.6		0.0	"Italy"		1.0						0.0	101	8031905280		0.0							"ITA"	78				0.1				70.58										0.0	0.0		1.0		52519000			8970.843	0.0	28.38		1966
	0.0				485316329472	9174.05	80164921344	7.18		5.0627992E11					0.0				3	1.69698519E10	0.0		0	0	18.0	90.6		0.0	"Italy"		1.0						0.0	101	8701682688		0.0							"ITA"	78				0.1				70.98										0.0	0.0		1.0		52901000			9570.328	0.0	28.64		1967
	0.0				517078122496	9712.94	86892773376	6.54		5.40101738E11					0.0				3	1.94822717E10	0.0		0	0	17.6	90.6		0.0	"Italy"		1.0						0.0	101	10183406592		0.0							"ITA"	78				0.1														0.0	0.0		1.0		53236000			10145.423	0.0	29.21		1968
	0.0				548609851392	10247.11	95926517760	6.1		5.7498455E11					0.0				3	2.01281823E10	0.0		0	0	17.5	90.6		0.0	"Italy"		1.0						0.0	101	11729301504		0.0							"ITA"	78				0.1														0.0	0.0		1.0		53538000			10739.746	0.0	31.13		1969
	0.0		6.79	1.055	577743749120	10734.34	107956000000	5.31		6.0785059E11				30	0.0	10.0	4088	33	3	2.09396654E10	0.0	0	0	0	16.8	90.6		0.0	"Italy"		1.0	182.99956	1.8022927	22			0.0	101	13209832448	2.425	0.0	87.56246						"ITA"	78	5.517	30	30	0.1	33	33.0	30	71.88	72.1	3.4965076	3.4965076	3.4011974	3.4011974		3.4011974	1.7078342		0.0	0.0	143.71446	1.0		53822000			11293.72	0.0	32.12	64.3	1970
	0.0		6.607	0.992	588687212544	10886.7	118273000000	1.89		6.158412E11					0.0	10.0	4281		3	2.25898189E10	0.0	0	0	0	16.8	90.6		0.0	"Italy"		1.0	183.85638		23			0.0	101	15110619136	2.411	0.0							"ITA"	78	5.361			0.1												1.6791506		0.0	0.0		1.0		54074000			11388.86	0.0	32.48	64.56	1971
	0.0	1.5	6.42	0.927	607255789568	11166.69	137563000000	3.15		6.3470017E11					0.0	10.0	4429		3	2.74774528E10	0.0	0	0	0	16.3	90.6	2	0.0	"Italy"		1.0	184.9002		24			0.0	101	18547785728	2.359	0.0							"ITA"	78	5.202			0.1				72.13								1.6490432		0.0	0.0		1.0	1	54381000			11671.359	0.0	34.05	64.82	1972
	0.0	1.5	6.23	0.861	647024148480	11817.58	165689000000	6.55		6.791151E11					0.0	10.0	4773		3	3.5520004E10	0.0	0	0	0	16.0	90.6	2	0.0	"Italy"		1.0	186.15823		25			0.0	101	22222946304	2.339	0.0		25.04					"ITA"	78	5.04			0.1												1.6174061		0.0	0.0		1.0	1	54751000			12403.702	0.0	36.4	65.08	1973
	0.0	1.5	6.036	0.795	681166831616	12359.91	187865000000	5.28		7.1700395E11					0.0	10.0	4990		3	4.615551E10	0.0	0	0	0	15.8	90.6	2	0.0	"Italy"		1.0	187.38228		26			0.0	101	30251786240	2.331	0.0		25.54					"ITA"	78	4.874			0.1												1.583915		0.0	0.0		1.0	1	55111000			13010.179	0.0	43.96	65.34	1974
	0.0	1.5	5.838	0.729	667204845568	12034.5	213496000000	-2.05	5624	6.9429789E11		0.828	21.0		0.0	10.0	5194		3	4.365006E10	0.0	0	0	0	14.9	90.6	2	0.0	"Italy"		1.0	188.5043		27			0.0	101	34825109504	2.208	0.0	90.03564	25.8					"ITA"	78	4.706			0.1			19	72.57				2.944439		3.0445225		1.5488383		0.0	0.0	117.18764	1.0	1	55441000			12523.185	0.0	40.64	65.6	1975
	0.0	1.5	5.615	0.668	710763413504	12756.44	210277000000	6.53	6030	7.4270586E11			19.0		0.0	10.0	5440		3	4.7423701E10	0.0	0	0	0	14.0	90.6	1	0.0	"Italy"		1.0	189.44612		28			0.0	101	36966133760	2.108	0.0		27.21					"ITA"	78	4.52			0.1				72.72						2.944439		1.508512		0.0	0.0		1.0	2	55718000			13329.7295	0.0	44.81	65.8	1976
	0.0	2.0	5.388	0.609	727530209280	13002.06	240982000000	2.36	6367	7.5639443E11			18.0		0.0	10.0	5659		3	8.483627E10	0.0	0	0	0	13.2	90.6	2	0.0	"Italy"		1.0	190.25195		29			0.0	101	45062434816	1.975	0.0		28.2					"ITA"	78	4.332			0.1				73.57						2.8903718		1.4660293	1.5	0.0	0.0		1.0	2	55955000			13517.906	0.0	45.39	66.0	1977
	0.0	2.0	5.158	0.549	754091163648	13428.75	294773000000	3.65	7081	7.8372772E11			17.0		0.0	10.0	5874		3	5.7691501E10	0.0	0	0	0	12.6	90.6	2	0.0	"Italy"		1.0	190.93196		30			0.0	101	56048279552	1.87	0.0		30.03					"ITA"	78	4.141			0.1										2.8332133		1.4209373		0.0	0.0		1.0	2	56155000			13956.509	0.0	44.81	66.2	1978
	0.0	2.0	4.923	0.491	795802533888	14130.52	368422000000	5.53	8286	8.2874545E11			15.0		0.0	10.0	5946		3	7.6822135E10	0.0	0	0	0	11.9	90.6	2	0.0	"Italy"		1.0	191.48618		31			0.0	101	72236769280	1.762	0.0		30.22					"ITA"	78	3.947			0.1										2.7080503		1.3729558		0.0	0.0		1.0	2	56318000			14715.463	0.0	47.34	66.4	1979
	0.0	1.5	4.683	0.433	823480156160	14591.92	448825000000	3.48	9509	8.5982845E11		0.846	14.0	15	0.0	10.0	6119	17	3	7.7828375E10	0.0	0	0	0	11.3	90.6	2	0.0	"Italy"		1.0	191.88058		32			0.0	101	78104002560	1.64	0.0	93.43549	31.5					"ITA"	78	3.749		15	0.1		17.0	14	73.92		2.8332133	2.8332133	2.6390574	2.7080503	2.6390574	2.7080503	1.3214892		0.0	0.0	100.94978	1.0	1	56434000			15236.001	0.0	46.1	66.6	1980
	0.0	1.5	4.477	0.397	829910220800	14688.16	405670000000	0.78	10197	8.6190345E11			14.1		0.0	10.0	6300		3	1.10032699E11	0.0	0	0	0	11.0	90.6	2	0.0	"Italy"		1.0	192.1118	1.333351	33			0.0	101	77070000128	1.617	0.0		30.76					"ITA"	78	3.581			0.1										2.646175		1.2756422		0.0	0.0		1.0	1	56502000			15254.389	0.0	48.18	66.64	1981
	0.0	1.5	4.267	0.362	835147268096	14769.87	402050000000	0.63	10435	8.6611814E11			12.7		0.0	10.0	6499		3	7.1918297E10	0.0	0	0	0	10.9	90.6	2	0.0	"Italy"		1.0	192.2546		34			0.0	101	73790996480	1.592	0.0		33.48					"ITA"	78	3.411			0.1				74.97						2.541602		1.2270055		0.0	0.0		1.0	1	56544000			15317.596	0.0	46.32	66.68	1982
	0.0	1.5	4.059	0.327	845473644544	14947.2	417035000000	1.24	10432	8.7454836E11			12.4		0.0	10.0	6737		3	8.0459792E10	0.0	0	0	0	10.6	90.6	2	0.0	"Italy"		1.0	192.3226		35			0.0	101	72876998656	1.52	0.0		35.69					"ITA"	78	3.242			0.1										2.5176964		1.1761905		0.0	0.0		1.0	1	56564000			15461.219	0.0	42.83	66.72	1983
100.0	0.0	1.0	3.854	0.291	868795023360	15355.98	413030000000	2.76	11254	9.003607E11			11.6		0.0	10.0	6946		3	9.451266E10	0.0	0	0	0	10.3	90.6	1	0.0	"Italy"		1.0	192.3668		36			0.0	101	74564001792	1.462	0.0		34.15					"ITA"	78	3.077			0.1										2.4510052		1.123955		0.0	0.0		1.0	1	56577000			15913.899	0.0	45.1	66.76	1984
	0.0	1.0	3.656	0.255	894638424064	15808.29	426231000000	2.97	12163	9.274734E11		0.856	10.9		0.0	10.0	7049		3	9.3229056E10	0.0	0	0	0	10.1	90.6	1	0.0	"Italy"		1.0	192.4212		37			0.0	101	76716998656	1.39	0.0	94.65263	33.53					"ITA"	78	2.918			0.1			11	75.48				2.3978953		2.3887627		1.0708984		0.0	0.0	97.37953	1.0	1	56593000			16388.482	0.0	45.42	66.8	1985
	0.0	1.0	3.499	0.245	917235957760	16206.73	603992000000	2.53	13336	9.5052471E11					0.0	10.0	7181		3	1.55364966E11	0.0	0	0	0	9.7	90.6	1	0.0	"Italy"		1.0	192.4314	4.3309774	38			0.0	101	97204002816	1.34	0.0		36.1					"ITA"	78	2.792			0.1												1.0267582		0.0	0.0		1.0	1	56596000			16794.91	0.0	38.38	66.78	1986
	0.0	1.0	3.347	0.234	944614670336	16688.71	759727000000	2.98	15020	9.7966345E11					0.0	10.0	7275		3	1.38668114E11	0.0	0	0	0	9.6	90.6	1	0.0	"Italy"		1.0	192.4518		39			0.0	101	116710998016	1.28	0.0		35.71					"ITA"	78	2.67			0.1				75.82								0.9820785		0.0	0.0		1.0	1	56602000			17307.93	0.0	37.85	66.76	1987
	0.0	1.0	3.195	0.223	981914615808	17339.43	839598000000	3.95	16651	1.04153894E12					0.0	10.0	7616		3	1.60582124E11	0.0	0	0	0	9.9	90.6	1	0.0	"Italy"		1.0	192.54361		40			0.0	101	127858999296	1.32	0.0		36.45					"ITA"	78	2.55			0.1				76.37								0.93609333		0.0	0.0		1.0	1	56629000			18392.324	0.0	37.44	66.74	1988
	0.0	1.0	3.041	0.211	1010110889984	17823.81	872249000000	2.87	16898	1.07227841E12					0.0	10.0	7741		3	1.31843056E11	0.0	0	0	0	9.7	90.6	1	0.0	"Italy"		1.0	192.6898	4.828628	41			0.0	101	140555993088	1.28	0.0		37.58					"ITA"	78	2.427			0.1				76.77								0.8866559		0.0	0.0		1.0	1	56672000			18920.78	0.0	39.54	66.72	1989
	0.0	1.0	2.883	0.2	1030051659776	18160.61	1102440000000	1.97	17438	1.09511757E12		0.879		9	0.0	10.0		10	3	1.22962452E11	0.0	0	0	0	10.0	90.6	1	0.0	"Italy"		1.0	192.84961	4.6999946	42			0.0	101	170303995904	1.26	0.0	95.07097	38.16	1.8	6.3	8.06		"ITA"	78	2.301		9	0.1		10.0	9	77.12		2.3025851	2.3025851	2.1972246	2.1972246		2.1972246	0.83334386		0.0	0.0	105.78466	1.0	1	56719000			19307.773	0.0	39.44	66.7	1990
	0.0	1.0	2.77	0.2	1044370751488	18402.69	1161240000000	1.39	18148	1.11012007E12					0.0	10.0			3	1.10623203E11	0.0	0	0	0	9.9	90.6	1	0.0	"Italy"		1.0	192.95842	4.9000015	43			0.0	101	169465004032	1.27	0.0	95.138084	39.02	1.8	6.54	8.35		"ITA"	78	2.211			0.1												0.7934449		0.0	0.0	102.28895	1.0	1	56751000			19561.242	0.0	37.11	66.68	1991
	0.0	1.5	2.654	0.2	1052313976832	18507.43	1231410000000	0.76	18977	1.11820721E12			8.1		0.0	10.0			3	1.13793966E11	0.0	0	0	0	9.7	90.6	2	0.0	"Italy"		1.0	193.32562	5.0	44			0.0	101	178154995712	1.3	0.0	96.102554	39.72	2.0	6.43	8.42		"ITA"	78	2.12			0.1				77.17						2.091864		0.751416		0.0	0.0	106.72013	1.0	1	56859000			19666.318	0.0	38.19	66.66	1992
	0.0	2.0	2.537	0.2	1043014090752	18282.78	993394000000	-0.88	19063	1.10291268E12			6.98		0.0	10.0			3	1.05202516E11	0.0	0	0	0	9.4	90.6	3	0.0	"Italy"		1.0	193.97165	5.100002	45			0.0	101	169163997184	1.25	0.0	96.39554	41.91	2.3	6.2	8.48		"ITA"	78	2.027			0.1										1.943049		0.70655686		0.0	0.0	102.45578	1.0	1	57049000			19332.727	0.0	41.26	66.64	1993
	0.0	1.5	2.418	0.2	1066038263808	18663.13	1025400000000	2.21	19819	1.12645754E12			6.47		0.0	10.0			3	1.26306238E11	0.0	0	0	0	9.3	90.6	2	0.0	"Italy"		1.0	194.21304	5.3	46			0.0	101	191048007680	1.22	0.0	94.399284	39.66	2.4	5.85	8.29		"ITA"	78	1.933			0.1										1.867176		0.6590732		0.0	0.0	104.77941	1.0	1	57120000			19720.895	0.0	44.23	66.62	1994
	0.0	1.5	2.298	0.2	1097207775232	19180.61	1097210000000	2.92	20977	1.16082003E12	27.3	0.897	6.15	6	0.0	10.0		7	3	1.55731231E11	0.0	0	0	0	9.2	90.6	2	0.0	"Italy"		1.0	194.49866	5.400007	47			0.0	101	234003005440	1.18	0.0	94.652405	40.7	2.6	5.33	7.9		"ITA"	78	1.837		6	0.1		7.0	8	77.81		1.9459101	1.9459101	2.0794415	1.7917595	1.8164521	1.7917595	0.6081338		0.0	0.0	100.02797	1.0	1	57204000			20292.637	0.0	50.0	66.6	1995
	0.0	1.5	2.232	0.2	1109201518592	19330.8	1232880000000	1.09	21292	1.17484893E12			6.16		0.0	10.0			3	1.60148423E11	0.0	0	0	0	9.2	90.6	2	0.0	"Italy"		1.0	195.09708	5.5	48			0.0	101	252047998976	1.21	0.0	94.82852	41.99	2.6	5.39	7.99		"ITA"	78	1.783			0.1										1.8180767		0.5782973		0.0	0.0	103.86894	1.0	1	57380000			20474.885	0.0	46.7	66.68	1996
	0.0	1.5	2.167	0.2	1131676958720	19673.47	1166790000000	2.03	21499	1.20101129E12			7.01		0.0	10.0			3	1.52822366E11	0.0	0	0	0	9.2	90.6	2	0.0	"Italy"		1.0	195.58328	5.799993	49	9.1	4.9	0.0	101	240224993280	1.22	0.0		44.17	2.7	5.57	8.25		"ITA"	78	1.729			0.1				78.23						1.9473377		0.54754317		0.0	0.0		1.0	1	57523000			20878.8	0.0	48.7	66.76	1997
	0.0	1.5	2.102	0.2	1152169541632	20007.11	1196500000000	1.81	21730	1.22468381E12			7.03		0.0	10.0			3	1.55709194E11	0.0	0	0	0	9.0	90.6	2	0.0	"Italy"		1.0	195.80429	5.799993	50			0.0	101	245469003776	1.2	0.0	94.391	40.42	2.7	5.51	8.19		"ITA"	78	1.676			0.1				78.62						1.9501867		0.51641		0.0	0.0		1.0	1	57588000			21266.303	0.0	49.36	66.84	1998
	0.0	1.5	2.036	0.2	1170744410112	20309.2	1180210000000	1.61	22465	1.24564904E12			6.84		0.0	10.0			3	1.64526408E11	0.0	0	0	0	9.3	90.6	2	0.0	"Italy"		1.0	196.0015	5.899993	51			0.0	84	235805999104		0.0		41.31	2.6	5.57	8.19		"ITA"	78	1.622			0.1			6	78.82				1.7917595		1.9227878		0.48365995		0.0	0.0		1.0	1	57646000			21608.596	0.0	49.03	66.92	1999
	0.0	1.5	1.969	0.2	1204867825664	20885.21	1073960000000	2.91	23626	1.25650049E12		0.913	6.43	6	0.0	10.0		6	3	1.65854577E11	0.0	0			9.07	90.6	2	0.0	"Italy"			196.1511		52			0.0		237749993472	1.225	0.0							"ITA"	78	1.566	6	5	0.1	6	6.0		78.67	78.2	1.7917595	1.7917595		1.609438	1.8609746	1.7917595	0.4485246		0.0	0.0		1.0	1	57690000			21780.213	0.0	55.59	67.0	2000
	0.0	1.5											6.46		0.0				3		0.0					90.6	2	0.0	"Italy"								0.0				0.0							"ITA"	78				0.1										1.8656293				0.0	0.0		1.0	1					0.0			2001
	0.0	1.0												4	0.0			6	3		0.0					90.6	1	0.0	"Italy"								0.0				0.0							"ITA"	78			4	0.1		6.0				1.7917595	1.7917595		1.3862944		1.3862944			0.0	0.0		1.0	1					0.0			2002
	1.0				2816199936	1600.11	992000000	7.95		5.6988483E9					1.0				3		0.0		0	0	38.22	9.0		0.0	"Jamaica"		1.0						0.0	101			0.0							"JAM"	79				0.2				66.7										0.0	0.0		0.0		1760000		34.2	3237.982	0.0	70.15		1965
	1.0				2910449664	1632.22	1119142912	3.35		5.9164385E9					1.0				3	5.3289908E7	0.0		0	0		9.0		0.0	"Jamaica"		1.0						0.0	101	233077296		0.0							"JAM"	79				0.2														0.0	0.0		0.0		1783120		34.2	3318.0261	0.0	73.32		1966
	1.0				2948419328	1634.48	1187714304	1.3		5.9436575E9					1.0				3	3.8246704E7	0.0		0	0	37.3	9.0		0.0	"Jamaica"		1.0						0.0	101	228870496		0.0							"JAM"	79				0.2				67.46										0.0	0.0		0.0		1803890		34.2	3294.9111	0.0	72.85		1967
	1.0				3098384384	1698.95	1128999936	5.09		6.1809725E9					1.0				3	3.792E7	0.0		0	0		9.0		0.0	"Jamaica"		1.0						0.0	101	215392800		0.0							"JAM"	79				0.2														0.0	0.0		0.0		1823710		34.2	3389.23	0.0	78.91		1968
	1.0				3239194368	1755.72	1240875008	4.54		6.457409E9					1.0				3	4.77595E7	0.0		0	0		9.0		0.0	"Jamaica"		1.0						0.0	101	247344000		0.0							"JAM"	79				0.2														0.0	0.0		0.0		1844940		34.2	3500.0645	0.0	80.22		1969
	1.0		28.801	12.315	3617812992	1935.69	1463249920	11.69		7.226581E9			44.86	49	1.0	10.0	4088	64	3	4.344E7	0.0	0	0	0	34.42	9.0		0.0	"Jamaica"		1.0	172.57617	0.37988228	11			0.0	101	334939200	5.312	0.0							"JAM"	79	32.178	49	49	0.2	64	64.0	53	68.36	69.0	4.158883	4.158883	3.9702919	3.8918202	3.8035464	3.8918202	3.471283		0.0	0.0	53.504547	0.0		1869000		34.2	3866.5496	0.0	70.65	41.5	1970
	1.0		28.02	11.712	3731256320	1968.35	1602999936	3.14		7.543422E9			39.37		1.0	10.0	4281		3	4.63983E7	0.0	0	0	0		9.0		0.0	"Jamaica"		1.0	175.0351		12			0.0	101	330243584		0.0							"JAM"	79	31.37			0.2										3.6730042		3.445852		0.0	0.0		0.0		1895630		34.2	3979.3745	0.0	74.76	42.02	1971
	1.0	1.5	27.123	11.103	4342578176	2255.7	1798875008	16.38		8.8468562E9			46.8		1.0	10.0	4429		3	8.0071192E7	0.0	0	0	0	32.5	9.0	2	0.0	"Jamaica"		1.0	177.76178		13			0.0	101	356369504	5.0	0.0							"JAM"	79	30.532			0.2				68.96						3.8458831		3.4187753		0.0	0.0		0.0	1	1925160		34.2	4595.3877	0.0	73.84	42.54	1972
	1.0	1.5	26.137	10.495	4091614208	2091.74	1911000064	-5.78		8.2641408E9			41.43		1.0	10.0	4773		3	9.0536104E7	0.0	0	0	0		9.0	2	0.0	"Jamaica"		1.0	180.6168		14			0.0	101	382518016		0.0							"JAM"	79	29.572			0.2										3.7240052		3.386828		0.0	0.0		0.0	1	1956080		34.2	4224.848	0.0	72.68	43.06	1973
	1.0	1.5	25.158	9.898	3943661824	1985.88	2399111168	-3.62		8.1722829E9			43.46		1.0	10.0	4990		3	6.21971E7	0.0	0	0	0		9.0	2	0.0	"Jamaica"		1.0	183.36565		15			0.0	101	718446912		0.0							"JAM"	79	28.713			0.2										3.771841		3.3573499		0.0	0.0		0.0	1	1985850		34.2	4115.257	0.0	81.58	43.58	1974
	1.0	1.5	24.33	9.339	3931610368	1953.11	2889333248	-0.31	1551	7.9760343E9		0.687	40.24		1.0	10.0	5194		3	1.498972E8	0.0	0	0	0	30.28	9.0	2	0.0	"Jamaica"		1.0	185.87257		16			0.0	101	769352384	4.4	0.0		26.22					"JAM"	79	27.851			0.2			41	69.62				3.713572		3.6948617		3.3268688		0.0	0.0	65.076996	0.0	1	2013000		34.2	3962.2625	0.0	80.88	44.1	1975
	1.0	2.0	23.384	8.967	3677725440	1804.81	2996000000	-6.46	1498	7.6568704E9			37.02		1.0	10.0	5440		3	2.08696E8	0.0	0	0	0		9.0	3	0.0	"Jamaica"		1.0	188.15697		17			0.0	101	617779584		0.0		26.33					"JAM"	79	27.011			0.2										3.6114583		3.2962441		0.0	0.0		0.0	1	2037740		34.2	3757.5305	0.0	66.94	44.64	1976
